Unique ID,Date,URL,Page title,Lang,What's wrong,Details,Tags,Info exists,Actionable,PII
05/20-0445,"16 May, 2020 22:02",,Symptoms,FR,,"je cherche des informations sur les endroits, surfaces, objets, personnes, vêtements où le virus se dépose et risque d'infecter une personne et sur leur persistance sur ces lieux où il se dépose",No details,,,
05/20-0448,"16 May, 2020 22:42",,Prevention+risks,EN,The answer I need is missing,Can the family visit,"Permissible activities,Family relationships",,,
05/20-0451,"16 May, 2020 23:15",,Prevention+risks,FR,The answer I need is missing,Je veus savoir si je peus embarquer en auto ma belle sœur qui est handicapé en auto . Moi et mon mari allons être en avant et elle derrière moi avec un masque.elle s’ennuie de ses parents qui sont en résidence et eux peuvent sortir dehors avec une distance.ais je le droit,Vulnerable people,,,
05/20-0452,"16 May, 2020 23:37",,Symptoms,FR,The answer I need is missing,J’ai le covid je veux savoir combien de temps en moyenne cela prend pour guérir? Je veux également savoir après combien de temps les symptômes sont les plus graves.,Course of illness,,,
05/20-0453,"17 May, 2020 00:06",,Prevention+risks,EN,The answer I need is missing,Who can visit you at home and how many,"Permissible activities,Social contact",,,
05/20-0454,"17 May, 2020 00:17",,Symptoms,FR,The answer I need is missing,"Où on peut se faire tester là, en ce moment!",Testing,,,
05/20-0455,"17 May, 2020 01:13",,Symptoms,EN,The answer I need is missing,What should you do to help your body fight the virus? Is vigorous exercise okay if your symptoms are mild?,Treatment,,,
05/20-0456,"17 May, 2020 01:17",,Symptoms,EN,The answer I need is missing,Doesn't matter. We are going to get screwed by the government in the end anyway then we will be in financial ruin.,Feedback unclear,,,
05/20-0457,"17 May, 2020 01:32",,Prevention+risks,FR,The answer I need is missing,Peut-on faire rassemblement moins de 25 personnes,"Permissible activities,Social contact",,,
05/20-0458,"17 May, 2020 02:01",,Symptoms,FR,The answer I need is missing,UNE PERSONNE EXPOSER A UNE AUTRE QUI A TESTER POSOTIF UNE PER§SONNE JULIE QUI EST TESTER POSITITIF A ETE EN CONTACT DE PRES AVEC UNE AUTRE PERSONNE ALAIN IL CE SONT EMBRASSER LA QUESTION ALAIN EST ALLER DE FAIRE TESTER 2 JOURS APRES RECOIT UNE REPONSE NEGATIVE DOIT TIL ETRE EN 40 TAINE EN CAS,Transmission,,,
05/20-0459,"17 May, 2020 02:04",,Symptoms,EN,I’m not in the right place,"I phoned 1 888 COVID-19. After Q & A, hospital also check menengitis, and also if 1 calf has pain. Pain/cramp in neck. Pain in 1 knee, breathing short, quickly. copd, Mrsa, diabetes II, Bipolar II",Feedback unclear,,,
05/20-0460,"17 May, 2020 03:21",,Symptoms,FR,The answer I need is missing,j ai passer le test pour la covid 19 mardi le 12 mai et j ai pas hu de reponce,Testing,,,
05/20-0461,"17 May, 2020 03:58",,Prevention+risks,FR,The answer I need is missing,L’un de mes locataires reçoit des amis chez lui,"Permissible activities,Social contact",,,
05/20-0462,"17 May, 2020 04:23",,Prevention+risks,FR,,Venant de Belgique mon voyage prévu du 9 au 20 juin est-il autorisé,Travel from outside Canada,,,
05/20-0465,"17 May, 2020 05:37",,Symptoms,EN,The answer I need is missing,"what preacuation to be done if you have covid 19 positive asympomatic- should use steam inhalation/hot drinks,not using AC etc what precaution to be done-to reduce the risk of developing symptoms",Treatment,,,
05/20-0467,"17 May, 2020 07:21",,Symptoms,EN,The answer I need is missing,How do they test for the virus and what if there is chest or related area pain,Testing,,,
05/20-0468,"17 May, 2020 09:34",,Symptoms,EN,The information isn’t clear,What is it?,What is covid,,,
05/20-0469,"17 May, 2020 13:09",,Symptoms,FR,I’m not in the right place,"mon conjoint veut aller en auto avec son frère, ils ne demeurent pas dans la même maison, est-ce qu'ils peuvent faire ça? Ils ne respectent pas le 2 mètres. Faut-il qu'ils portent un masque?","Permissible activities,Family relationships",,,
05/20-0470,"17 May, 2020 13:33",,Symptoms,EN,,"Organ damage, immune system compromised over 65yr olds",Vulnerable people,,,
05/20-0471,"17 May, 2020 13:58",,Symptoms,FR,,Je suis allé dans un maxi au carrefour du Nord à St-Jerome une annonce de de l’entreprise dit qu’ils ont eu deux employés atteints de la Covid19 est ce je dois m’isoler puis je recevoir une prestation puisque je dois m’isoler pendant 14 jours,Quarantine and isolation,,,
05/20-0473,"17 May, 2020 14:33",,Prevention+risks,FR,The answer I need is missing,Après avoir tester positif et après la quarantaine esque la relations sexueles sont permis,"Permissible activities,Social contact",,,
05/20-0474,"17 May, 2020 14:44",,Prevention+risks,FR,I’m not in the right place,Est-il defendu d'avoir de la visite dans la maison Que faire avec les toilettes,"Permissible activities,Social contact",,,
05/20-0475,"17 May, 2020 15:05",,Symptoms,EN,,want to no lab results for testing of covid,Testing,,,
05/20-0476,"17 May, 2020 15:11",,Prevention+risks,EN,Other reason,We have a costume shop and also sell souvigner t-shirts and giftware. What recommendation is for a small business like up as far as trying on clothing?,Transmission,,,
05/20-0477,"17 May, 2020 16:04",,Symptoms,EN,,"if at home, what can you treat your virus with?","Treatment,Treating at home",,,
05/20-0480,"17 May, 2020 17:41",,Symptoms,EN,Other reason,I am a kidney transplant Person. I have lymphoma and I have recently been in remission from ITP Purpura. I’m being followed by my position with blood work monthly but if I was to come in contact with an infected person with COVID-19 does that mean I will get it for sure and not be able to fight it,Vulnerable people,,,
05/20-0481,"17 May, 2020 18:23",,Symptoms,EN,The answer I need is missing,what are the symptoms for seniors?,Symptoms,,,
05/20-0482,"17 May, 2020 18:30",,Symptoms,FR,The answer I need is missing,Je cherche la durée des symptômes en phase aiguë (active) de la maladie,Symptoms,,,
05/20-0484,"17 May, 2020 19:46",,Symptoms,EN,,Update the numbers of confirmed cases and deaths and any other relevant information on Vancouver Island specifically such as restricted ferry crossings etc.,Cases - deaths - recoveries,,,
05/20-0485,"17 May, 2020 19:53",,Prevention+risks,EN,The answer I need is missing,"Recent hospital visit for non covid related issue, need to know if self isolation is needed?",Quarantine and isolation,,,
05/20-0486,"17 May, 2020 19:58",,Prevention+risks,FR,,74 ans aller poser gazebo sans contact ai je le droit,Feedback unclear,,,
05/20-0487,"17 May, 2020 20:02",,Prevention+risks,EN,The answer I need is missing,how long does virus live in air,Transmission,,,
05/20-0488,"17 May, 2020 20:03",,Prevention+risks,FR,The answer I need is missing,courbe du covid 19 par province,Cases - deaths - recoveries,,,
05/20-0489,"17 May, 2020 20:18",,Symptoms,EN,,Where r the testing locations,Testing,,,
05/20-0490,"17 May, 2020 20:20",,Prevention+risks,EN,The answer I need is missing,How many people can come together in a group? What about weddings?,"Permissible activities,Wedding",,,
05/20-0492,"17 May, 2020 20:32",,Prevention+risks,EN,The answer I need is missing,"If the virus can live on hard surfaces ""WHÝ HAVEN'T WEARING FACIAL COVERINGS BEEN MADE COMPULSORY"" ? Most of us know that dropletsy escale from our nose and mouth and when people shop they bend over food snd all SORTS of merchandise. 300 CHARACTERS TOO SHORT",Transmission,,,
05/20-0493,"17 May, 2020 21:03",,Prevention+risks,EN,The answer I need is missing,A person self isolating from travel from another province. Should they be handling food and serving it to others?,Quarantine and isolation,,,
05/20-0495,"17 May, 2020 21:24",,Prevention+risks,FR,,Puis recevoir quelques amis sur mon terrain a l’exterieur en respectant le 2 mettres de distances,"Permissible activities,Social contact",,,
05/20-0496,"17 May, 2020 21:28",,Symptoms,EN,,"Last night had shivers, very sore muscles no fever. Today have 37.8 c, I feel like I go dehydrated yesterday",Symptoms,,,
05/20-0497,"17 May, 2020 21:52",,Prevention+risks,EN,The answer I need is missing,I was born with one kidney and it’s only functioning at 60% because of a severe bladder infection I got as a teenager I was looking to see because of this if I am at high risk if I catch the virus?,Vulnerable people,,,
05/20-0501,"18 May, 2020 00:30",,Symptoms,EN,The answer I need is missing,I have poly myalga. What would be the symptoms to look for,Vulnerable people,,,
05/20-0504,"18 May, 2020 01:05",,Prevention+risks,FR,The answer I need is missing,combien de temps ça prend pour avoir le résultat d un test,Testing,,,
05/20-0505,"18 May, 2020 01:21",,Symptoms,FR,The answer I need is missing,Si un cas est déclaré positif dans un service de garde que doit ont faire,Daycare,,,
05/20-0506,"18 May, 2020 01:44",,Prevention+risks,EN,The answer I need is missing,Sorry but this is personal .. my,Feedback unclear,,,
05/20-0507,"18 May, 2020 01:52",,Prevention+risks,FR,The answer I need is missing,On peux tu travaillée en ce partageant des outils que plusieurs personne ont touchés,Workplace,,,
05/20-0508,"18 May, 2020 02:26",,Symptoms,EN,Other reason,"Information are being disseminate via facebook and messenger that is making it things scarier re covid-19... Eg, once recovered from covid-19, one will always have it in one's system and can either infect others, or can recur in oneself...",Myths,,,
05/20-0509,"18 May, 2020 04:08",,Symptoms,EN,The answer I need is missing,Is a symptom of corona similar to pericarditis ?,Symptoms,,,
05/20-0510,"18 May, 2020 04:51",,Symptoms,FR,The information isn’t clear,Les symptômes ne sont pas complet,Symptoms,,,
05/20-0511,"18 May, 2020 05:47",,Symptoms,EN,The answer I need is missing,I’m looking for treatment for mild symptoms,Treatment,,,
05/20-0512,"18 May, 2020 08:02",,Prevention+risks,EN,,Sleepover is now allowed?,"Permissible activities,Social contact",,,
05/20-0513,"18 May, 2020 08:03",,Symptoms,EN,The information isn’t clear,I have a hacking cough and no other symptoms. I had flu-like symptoms a month ago are they connected?,Symptoms,,,
05/20-0514,"18 May, 2020 11:26",,Symptoms,FR,,Je vue savoir qui a commencer le coronavirus du début et celui de cette année et covid19 pour 2019 ou le nombre de fois apparu!?,Feedback unclear,,,
05/20-0516,"18 May, 2020 12:08",,Prevention+risks,EN,The answer I need is missing,We have a pool that is large enough to allow our two friends to come over and maintain 2m distance. Is this ok?,"Permissible activities,Social contact",,,
05/20-0517,"18 May, 2020 12:30",,Symptoms,EN,The answer I need is missing,Would like to know how to treat covid if stYing home...what to eat etc,"Treatment,Treating at home",,,
05/20-0518,"18 May, 2020 13:16",,Symptoms,EN,The answer I need is missing,I need specific wording to share with my fmily about why they cants be in our house,"Permissible activities,Family relationships",,,
05/20-0519,"18 May, 2020 13:44",,Symptoms,EN,I’m not in the right place,symptoms of flu,Symptoms,,,
05/20-0520,"18 May, 2020 14:56",,Symptoms,EN,The answer I need is missing,"The American website gives a more detailed list of symptoms, which resembles the ones I actually had. This needs to be updated! Thank you.",Symptoms,,,
05/20-0522,"18 May, 2020 15:58",,Symptoms,EN,,What about headache,Symptoms,,,
05/20-0523,"18 May, 2020 16:01",,Symptoms,EN,Other reason,more scientific details on specific name of virus. Is Covid-19 the name of the virus or the illness from the virus?,Terminology,,,
05/20-0524,"18 May, 2020 16:18",,Prevention+risks,EN,,"Can 2 persons, not from the same family, travel together in the same vehicle","Permissible activities,Family relationships",,,
05/20-0525,"18 May, 2020 16:21",,Prevention+risks,EN,,Can a relative visit your home for overnight stays?,"Permissible activities,Family relationships",,,
05/20-0526,"18 May, 2020 16:38",,Symptoms,EN,The answer I need is missing,My wife woke up with blood shot eye and she works as chambermaid,Symptoms,,,
05/20-0527,"18 May, 2020 16:45",,Symptoms,FR,,Ca fait deux fin semaine que je vomit et j’ai la diaprée et 1semaine mon nez coule,Symptoms,,,
05/20-0529,"18 May, 2020 17:22",,Symptoms,EN,,Does Town of Oakville provide the number of local cases ?,Cases - deaths - recoveries,,,
05/20-0532,"18 May, 2020 17:56",,Prevention+risks,EN,The answer I need is missing,I am a senior finance executive who has been unemployed for more than a year. Current conditions make it impossible to gain employment. Is there a financial support program that I can access?,Financial support,,,
05/20-0533,"18 May, 2020 18:05",,Symptoms,EN,The answer I need is missing,Uk has updated the main symptoms,Symptoms,,,
05/20-0535,"18 May, 2020 18:49",,Prevention+risks,EN,,Total coronavirus causes in Canada,Cases - deaths - recoveries,,,
05/20-0536,"18 May, 2020 18:52",,Symptoms,FR,The answer I need is missing,Frequence de toux d'une personne atteinte de covid 19 et est ce qu'on peut avoir des symptomes apres 2 en contact avec une personne suspecte,Symptoms,,,
05/20-0537,"18 May, 2020 19:14",,Prevention+risks,EN,,"I still don't understand the difference between mandatory quarantine and isolation? In both cases, I need to stay home for 14 days....?",Quarantine and isolation,,,
05/20-0538,"18 May, 2020 19:22",,Symptoms,EN,,I have friend sick just like kids getting sick but he is 40 yrs old he never had a cough or flu or fever Then talked to few other in construction they are all complaining same way but because no fever they keep going to work at new hospital at Royal Alex Alberta Your tests don’t catch it !,Symptoms,,,
05/20-0539,"18 May, 2020 19:25",,Symptoms,EN,,You talk of in the lungs what happens when u eat something that has virus and goes in stomach Friend stomach he threw up for days now his heart beats too fast Doctor says it’s not covid,Transmission,,,
05/20-0540,"18 May, 2020 19:30",,Symptoms,EN,The answer I need is missing,The Mayo Clinic recommends rest for someone who has covid-19. A Facebook posting recommends that you keep active to help clear your lungs. So which is it?,Treatment,,,
05/20-0541,"18 May, 2020 20:58",,Symptoms,FR,The answer I need is missing,Je cherche le site qui parle du traitement contre la Covid.,Treatment,,,
05/20-0542,"18 May, 2020 21:15",,Symptoms,EN,,is covid19 painful,Symptoms,,,
05/20-0543,"18 May, 2020 21:16",,Symptoms,EN,,What to do if u think u may have Coronavirus,"Treatment,Symptoms",,,
05/20-0544,"18 May, 2020 21:18",,Prevention+risks,FR,I’m not in the right place,LE NOMBRE DE CAS PAR MUNICIPALITEE MAURICIE CENTR DU QUEBEC,Cases - deaths - recoveries,,,
05/20-0545,"18 May, 2020 21:20",,Symptoms,FR,The answer I need is missing,Les moyens à prendre pour se soigner à la maison de la Covid-19 Merci,Treatment,,,
05/20-0546,"18 May, 2020 21:20",,Prevention+risks,EN,The answer I need is missing,I wanted to know if we are obliged to go to work if I am high risk (diabetes type 1)? What are my obligations?,Quarantine and isolation,,,
05/20-0547,"18 May, 2020 21:52",,Prevention+risks,EN,The answer I need is missing,My question is at what point it will be safe for me to come into physical contact with my family members. Something as simple as hugging my parents?,Quarantine and isolation,,,
05/20-0548,"18 May, 2020 22:20",,Symptoms,FR,The answer I need is missing,Puis-je être testée pour savoir si je l’ai eu,Testing,,,
05/20-0549,"18 May, 2020 23:02",,Symptoms,EN,,Coronavirus financial help,Financial support,,,
05/20-0550,"18 May, 2020 23:24",,Prevention+risks,FR,,#ERROR!,,,,
05/20-0552,"18 May, 2020 23:41",,Prevention+risks,EN,,I wish to know if after 14 days of Isolation if a asymptomatic person who was exposed to a potetial risk can return to work?,Workplace,,,
05/20-0553,"18 May, 2020 23:49",,Prevention+risks,EN,,cov19 symptoms at onset,Symptoms,,,
05/20-0558,"18 May, 2020 10:34",,Prevention+risks,EN,Other reason,There is nothing correlating insufficient vitamin D with poor outcomes. There is nothing correlating a high carbohydrate diet with poor out comes. There is nothing correlating consumption of vegetable oils with poor outcomes. Obviously Health Canada is defective since information is missing.,Avoid infection,,,
05/20-0559,"18 May, 2020 11:16",,Symptoms,EN,The answer I need is missing,"What can we do if we get sick with the virus? What pills, drinks???",Treatment,,,
05/20-0560,"18 May, 2020 13:59",,Symptoms,EN,The answer I need is missing,List of symptoms How it ends,Symptoms,,,
05/20-0562,"18 May, 2020 16:14",,Symptoms,EN,The answer I need is missing,I am looking for what classification of viruses does covid-19 fall under.,What is covid,,,
05/20-0563,"18 May, 2020 16:50",,Symptoms,EN,The answer I need is missing,What is the treatment protocol?,Treatment,,,
05/20-0564,"18 May, 2020 17:22",,Symptoms,EN,The answer I need is missing,Symptoms had spars descriptions,Symptoms,,,
05/20-0565,"18 May, 2020 18:17",,Prevention+risks,FR,The answer I need is missing,Un ouvrier est supposé venir faire une réparation dans mon logement est ce dangereux pour moi quia 76 ans,"Permissible activities,home renovations",,,
05/20-0567,"18 May, 2020 23:27",,Symptoms,EN,The answer I need is missing,More testing.,Testing,,,
05/20-0570,"19 May, 2020 00:29",,Symptoms,EN,The answer I need is missing,Would like to know all symptoms,Symptoms,,,
05/20-0571,"19 May, 2020 00:44",,Symptoms,FR,The answer I need is missing,Jaimerais savoir le delai pour les resultats du test de depistage Combien de temps dois je attendre pour avoir mon resultat sans travailler,"Testing,Workplace",,,
05/20-0573,"19 May, 2020 01:39",,Prevention+risks,EN,,Covid 19 test results,Testing,,,
05/20-0575,"19 May, 2020 02:57",,Prevention+risks,FR,The answer I need is missing,Combien de temps environ le virus peut-il survivre sur des vêtements? Est-ce nécessaire de laver nos vêtements chaque fois qu'on va dehors et qu'on croise des gens?,Virus survival,,,
05/20-0576,"19 May, 2020 03:29",,Prevention+risks,FR,,JE cherche les recommendations pour les milieux de travail manufacturiers ou laboratoires non reliés à la santé.,Reopening,,,
05/20-0577,"19 May, 2020 07:12",,Symptoms,EN,,payment schedule,Financial support,,,
05/20-0579,"19 May, 2020 08:44",,Prevention+risks,EN,The answer I need is missing,What is HC and PHAC position on public use of disposable gloves,PPE,,,
05/20-0581,"19 May, 2020 12:03",,Prevention+risks,EN,The answer I need is missing,"After visiting a patient for 2 1/2 dying of covid-19 and myself in a gown, gloves, mask and shield, should I return to work, I'm essential service.",Workplace,,,
05/20-0582,"19 May, 2020 12:08",,Symptoms,EN,,Should you take common cold suppressants if deep cough suddenly occurs and you have been having food delivered washed with soap and have 2 dogs,"Symptoms,Treatment",,,
05/20-0585,"19 May, 2020 13:42",,Symptoms,FR,,je veux savoir plus de détails sur les symtomes,Symptoms,,,
05/20-0586,"19 May, 2020 13:56",,Symptoms,EN,,I'd like to know the symptoms and how to treat.,"Symptoms,Treatment",,,
05/20-0587,"19 May, 2020 14:26",,Prevention+risks,EN,The answer I need is missing,"By receiving the newspaper daily at our door, could we be contacting the virus from the paper??",Transmission,,,
05/20-0589,"19 May, 2020 14:39",,Prevention+risks,FR,The answer I need is missing,J’ai 2 magasins de chaussures. Quelles sont les normes recommandées pour assurer un maximum de sécurité après l’essayage. Les mettre en quarantaine? Combien d’heures? Comment les nettoyer,"Reopening,Transmission",,,
05/20-0590,"19 May, 2020 15:01",,Prevention+risks,FR,,loyer commercial,Financial support,,,
05/20-0591,"19 May, 2020 15:08",,Symptoms,FR,The information isn’t clear,"Si une personne est déclaré avec le corona virus, comment se termine sont confinement, c'est a dire quand peut elle sortir pour aller faire sa command et jouer au golf . Mon beau père et ma mère ont été diagnostiqué et celui ci est prêt a sortir et loin d’être guérit et je suis propriétair d'un golf","Treatment,Permissible activities,Golf",,,
05/20-0592,"19 May, 2020 15:18",,Prevention+risks,EN,The answer I need is missing,What is the recommended number of people suggested/allowed to be gathered in the same location?,"Permissible activities,Social contact",,,
05/20-0593,"19 May, 2020 15:29",,Symptoms,FR,,Je cherche la physiopathologie du covid 19,Symptoms,,,
05/20-0594,"19 May, 2020 15:30",,Symptoms,FR,,"Bonjour je suis un employeur. J'ai un employé occasionnel qui est sur la PCU, et j'aurais besoins de deux jours cette semaine pour faire un remplacement. Est ce que l'employé a droit de refuser le travaille sur la PCU ?",Financial support,,,
05/20-0595,"19 May, 2020 15:30",,Prevention+risks,FR,,test,Testing,,,
05/20-0596,"19 May, 2020 15:37",,Symptoms,FR,The answer I need is missing,Prestation d'urgence pour les personnes qui ont le covid-19,Financial support,,,
05/20-0597,"19 May, 2020 15:48",,Symptoms,EN,The information isn’t clear,"If someone has has a fever because of something known like a Urinary Tract Infection, do their care givers need to follow the self Isolation?","Symptoms,Quarantine and isolation",,,
05/20-0598,"19 May, 2020 15:52",,Prevention+risks,EN,,I have not got any more cerb payment after april 27 2020,Financial support,,,
05/20-0599,"19 May, 2020 15:58",,Prevention+risks,FR,The answer I need is missing,j ai emphyseme,Vulnerable people,,,
05/20-0600,"19 May, 2020 16:07",,Prevention+risks,EN,Other reason,how about taking the TTC,"Permissible activities,Public transit",,,
05/20-0601,"19 May, 2020 16:16",,Prevention+risks,EN,Other reason,"The only time I leave my home is for groceries or a brief walk, my sister lives in another town, she is on her own and has no other family. Can we visit each other","Permissible activities,Family relationships",,,
05/20-0602,"19 May, 2020 16:26",,Prevention+risks,EN,,Can family members swim in private pools if they keep social distance or can the COVID19 live in water?,"Permissible activities,Swimming",,,
05/20-0603,"19 May, 2020 16:49",,Prevention+risks,EN,Other reason,"We own a vending business. The industries are running where the machines are located but I don't feel it's essential as it's chips, pop, chocolate bars etc. They are operating so I am not sure what I am to do. The businesses don't want to answer either. I worry about staff handling money, suggestion",Reopening,,,
05/20-0605,"19 May, 2020 17:30",,Symptoms,EN,,looking for volunteering info during COVID-19 above and beyond the public,Symptoms,,,
05/20-0606,"19 May, 2020 17:32",,Prevention+risks,FR,The answer I need is missing,Je suis un Ainé de 75 ans Puis-je aller faire mon épicerie Je ne suis pas dans une résidence,"Permissible activities,Vulnerable people",,,
05/20-0607,"19 May, 2020 17:39",,Prevention+risks,FR,Other reason,j'aimeras parler avec u représentant(e),Contact info,,,
05/20-0608,"19 May, 2020 17:55",,Symptoms,FR,,Ou telephoner pour le test du covid 19,Testing,,,
05/20-0611,"19 May, 2020 18:46",,Symptoms,EN,The information isn’t clear,"What about a guy sweating and then not and then sweating and not, yet no fever?",Symptoms,,,
05/20-0612,"19 May, 2020 19:19",,Symptoms,EN,The information isn’t clear,results for coronavirus,Testing,,,
05/20-0613,"19 May, 2020 19:20",,Symptoms,EN,,vomiting,Symptoms,,,
05/20-0615,"19 May, 2020 19:31",,Prevention+risks,EN,Other reason,Can you get covid 19 by touching a contaminated surface though a cut on your finger?,Transmission,,,
05/20-0617,"19 May, 2020 20:09",,Symptoms,FR,,Pas les symptômes ecrits,Symptoms,,,
05/20-0619,"19 May, 2020 20:54",,Prevention+risks,EN,Other reason,I'm try to apply for cerb at the cra web site,Financial support,,,
05/20-0621,"19 May, 2020 21:46",,Prevention+risks,EN,,Can we get hydroxicloriquine in Canada?,Treatment,,,
05/20-0622,"19 May, 2020 21:51",,Prevention+risks,EN,The answer I need is missing,"My daughter lives with us and is returning from Australia. Does everyone in the household need to self-quarantine, or can I still go to work?","Travel back to Canada,Quarantine and isolation",,,
05/20-0623,"19 May, 2020 22:00",,Prevention+risks,FR,,Comment dénoncer une entreprise qui ne respecte pas les consignes de distanciation social,Report rule breaking,,,
05/20-0624,"19 May, 2020 22:01",,Symptoms,FR,The answer I need is missing,Pouvons prendre du Advil pour un mal de tête. Test covid-19 négatif.,Treatment,,,
05/20-0625,"19 May, 2020 22:02",,Symptoms,FR,Other reason,"J’aimerais savoir si le masque est obligatoire, au NB, si les limites de 2 mètres ne peuvent pas être respectées? Merci",PPE,,,
05/20-0626,"19 May, 2020 22:32",,Prevention+risks,FR,The answer I need is missing,L'été arrive et plusieurs ont des piscines pouvons nous allé nous beigner chez des amis Je m'explique le corps sue et gouttelettes le nez nous coule quand on vas dans l'eau et veux veux pas l'eau pénètre dans la bouche alors ya t'il un risques de contagion pour le covid-19 ?,"Permissible activities,Swimming",,,
05/20-0628,"19 May, 2020 23:10",,Symptoms,EN,I’m not in the right place,My science homework did not ask for this,Feedback unclear,,,
05/20-0629,"19 May, 2020 23:20",,Symptoms,EN,I’m not in the right place,I want to know when you can discontinue isolation after you have had the illness,"Quarantine and isolation,Immunity",,,
05/20-0630,"19 May, 2020 00:54",,Prevention+risks,EN,,"J'ai une copine à Saguenay et je demeure en Gaspésie Elle veut que j'aille la chercher pour venir demeurer avec moi , Que faire ?","Permissible activities,Family relationships",,,
05/20-0635,"19 May, 2020 22:39",,Symptoms,EN,The answer I need is missing,How contagious is COVID-19?,Contagious,,,
05/20-0636,"19 May, 2020 22:39",,Symptoms,EN,The answer I need is missing,How contagious is COVID-19?,Contagious,,,
05/20-0640,"20 May, 2020 00:27",,Symptoms,EN,Other reason,map of Nova Scotia showing the four divisins of the province,Cases - deaths - recoveries,,,
05/20-0642,"20 May, 2020 02:17",,Symptoms,EN,The answer I need is missing,How long do the droplets last in the air?,"Virus survival,Transmission",,,
05/20-0644,"20 May, 2020 03:28",,Prevention+risks,EN,The answer I need is missing,site for buying non medical mask online,PPE,,,
05/20-0645,"20 May, 2020 03:31",,Symptoms,EN,The answer I need is missing,"brief facts on COVID-19-- when was it identified, when was it declared a pandemic, etc.",What is covid,,,
05/20-0646,"20 May, 2020 03:58",,Symptoms,FR,,Je voudrais la listes à jour des chsld et résidence infectés par le corvid-19,Cases - deaths - recoveries,,,
05/20-0647,"20 May, 2020 04:43",,Symptoms,FR,,Aide prestation encore combien de temps,Financial support,,,
05/20-0649,"20 May, 2020 07:34",,Symptoms,EN,,Pink eye in covid 19,Symptoms,,,
05/20-0652,"20 May, 2020 09:31",,Symptoms,EN,Other reason,This information is too vague,Design issue,,,
05/20-0654,"20 May, 2020 09:53",,Prevention+risks,EN,Other reason,I need information about abortion during the Covid-19 pandemic,"Permissible activities,Medical appointment",,,
05/20-0657,"20 May, 2020 11:25",,Symptoms,EN,The answer I need is missing,"Missing: a list of most common AND less common symptoms. The entire range of symptoms should be provided, along with (if possible) recent estimates of how common (percentage-wise) those symptoms are among those infected, to help with self-monitoring.",Symptoms,,,
05/20-0658,"20 May, 2020 12:21",,Prevention+risks,FR,,Je n'entends jamais parler des ouvertures des églises et des rassemblements communautaires. Puis-je avoir des informations SVP. Ce sont le communautés chrétiennes qui rassemblent le plus de personnes le dimanche et nous sommes confinés depuis longtemps. C'est important que nous ayons nous aussi des,"Permissible activities,Social contact",,,
05/20-0659,"20 May, 2020 12:21",,Symptoms,FR,The answer I need is missing,Quelle est la température normale d’un adulte svp,Symptoms,,,
05/20-0661,"20 May, 2020 13:27",,Symptoms,EN,The answer I need is missing,what are the new signs of covid that the doctors cant explain.,Symptoms,,,
05/20-0662,"20 May, 2020 14:37",,Symptoms,EN,The answer I need is missing,Does checking body temperature twice a day at work help to find whether Covid19 is present in a person?,Symptoms,,,
05/20-0663,"20 May, 2020 14:46",,Symptoms,FR,,Si on a un diagnostic positif quand commence le confinement est ce que c’est le jour où on a fait le test? Après 14j peut-on retourner au travail?,Quarantine and isolation,,,
05/20-0665,"20 May, 2020 15:59",,Prevention+risks,FR,The answer I need is missing,j'ai 1 employée que son fils travail dans un CISSSSM ET VIENT D'ÊTRE POSITIF est ce qu'il faut qu'elle retourne sur la PCU et est ce qu'il faut que je lui fait un autre cessation emploi elle avait recommencé a travaillé 514 893 9983,"Financial support,Quarantine and isolation",,,
05/20-0666,"20 May, 2020 17:00",,Prevention+risks,EN,,I live in a seniors building .The manager has decided to reopen the billiard table to all tenants . Hands are constantly having to touch the billiards balls and sticks .Is it too early in Vancouver to do this ?.,Permissible activities,,,
05/20-0667,"20 May, 2020 17:02",,Prevention+risks,EN,The answer I need is missing,"When can I get together with my family. We have been in isolation and quaritine, so when can I see my son and granddaughter?","Permissible activities,Family relationships",,,
05/20-0669,"20 May, 2020 17:21",,Symptoms,EN,I’m not in the right place,why is this virus call covert 19? Why 19?,What is covid,,,
05/20-0670,"20 May, 2020 17:41",,Prevention+risks,EN,Other reason,Landlord precautions,General precautions,,,
05/20-0671,"20 May, 2020 18:00",,Prevention+risks,FR,The answer I need is missing,Si j'ai un nouveau née de 2 mois et mon conjoint a une garde partager avec un autre enfant de 3 ans 1/2 en garderie je suis tu oubliger de prendre l enfant vu les risque pour mon enfant,"Permissible activities,Family relationships",,,
05/20-0673,"20 May, 2020 18:04",,Symptoms,EN,The information isn’t clear,I have some of the symptoms very mild but no fever and no cough should I be worried,Symptoms,,,
05/20-0674,"20 May, 2020 18:11",,Prevention+risks,EN,The answer I need is missing,"What is considered ""being exposed""? What is a ""close, prolonged personal contact""? If I was in the presence of somebody that is positive of COVID, lets say one foot from the person, is this a personal contact? Have you established a time limit to be considered prolonged?","Transmission,Terminology,Close contact",,,
05/20-0675,"20 May, 2020 18:22",,Symptoms,EN,The answer I need is missing,There was something said about blisters on the feet,Symptoms,,,
05/20-0676,"20 May, 2020 19:21",,Prevention+risks,FR,,"aide o entreprise pour pret de 40,000$",Financial support,,,
05/20-0677,"20 May, 2020 19:22",,Symptoms,EN,The information isn’t clear,Why do temp screening when a person could have covid but no temp. Why temp screening when it may not be accuurate,Symptoms,,,
05/20-0678,"20 May, 2020 19:40",,Symptoms,EN,,how to find lab results,Testing,,,
