Ref Number,Date/time received,Page Title,Page URL,Y/N,What's wrong,Details,Topic,Personal info (Y/N),Notes,Blank,Test - auto-topic generator
05/20-1089,Tue May 26 2020 01:53:27 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Je veut savoir quand on parle de fievre chez un enfants savoir à combien la température doit être pour juger que ses la covid et si la fièvre doit être constant,,,,,
05/20-1090,Tue May 26 2020 01:58:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,I'm told there is prevention and I'm sad to see Canada wants to put healthy people in house arrest.,,,,,
05/20-1091,Tue May 26 2020 02:37:36 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,What temperature to wash laundry?,,,,,
05/20-1092,Tue May 26 2020 04:21:00 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,I’m not in the right place,,No details,,,,
05/20-1093,Tue May 26 2020 04:26:48 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,Symptoms in covid 19,,,,,
05/20-1094,Tue May 26 2020 04:34:22 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Is it safe to wear non surgical masks at work in a hot humid warehouse for long periods of time,,,,,
05/20-1095,Tue May 26 2020 05:36:52 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,When can any manitoba person want a serum test to test for antibodies ?,,,,,
05/20-1096,Tue May 26 2020 06:28:00 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Was looking for a timeline of symptoms,,,,,
05/20-1097,Tue May 26 2020 06:41:44 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,The information is vague and too generalized,,,,,
05/20-1098,Tue May 26 2020 08:03:50 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,if you could not be vaccined when you went to school tried 4 times could not be vaccined what does that meam,,,,,
05/20-1099,Tue May 26 2020 08:32:15 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,I want to know how long it would take for symptoms to appear after covid 19 exposure,,,,,
05/20-1100,Tue May 26 2020 09:57:42 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,I tested negative for Covid 19 . Ten days later I have symptoms. Should I see a health care professional ?,,,,,
05/20-1101,Tue May 26 2020 09:59:21 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-1102,Tue May 26 2020 10:09:46 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Les payment durgence son payé a quelle date j’ai reçu moi passer mes pour mai pa reçu,,,,,
05/20-1103,Tue May 26 2020 10:49:50 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,"Bonjour , mon mari a 60 ans, il est Co-Propriétaire avec moi dans notre salon de coiffure. Il est cardiaque et il a des problèmes pulmonaires respiratoires depuis 5ans. S'il ne revient pas travailler au salon en raison du Covid-19, peut-il recevoir encore la PCU?Sous quelles conditions, svp merci",,,,,
05/20-1104,Tue May 26 2020 10:52:23 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,No details,,,,
05/20-1105,Tue May 26 2020 10:55:40 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,"If I believe that I have recovered from Coronavirus, can I request an antibody test? For statistical reasons, this information could be useful.",,,,,
05/20-1106,Tue May 26 2020 11:08:22 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Looking for list of long term care homes affected by Covid 19,,,,,
05/20-1107,Tue May 26 2020 11:23:33 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-1108,Tue May 26 2020 11:28:23 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Après combien de jours les symptômes apparaissent après la visite d’une personne qui n’est pas au courent mais un ami lui a dit seulement après avoir eu le résultat positif qu’elle l’avait 3 jours après sa visite,,,,,
05/20-1109,Tue May 26 2020 11:33:38 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,Other reason,Déplacement en voiture est ce que je peux embarquer quelque de ma famille qui ne réside pas avec moi?,,,,,
05/20-1110,Tue May 26 2020 12:26:46 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,,No details,,,,
05/20-1111,Tue May 26 2020 12:58:30 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,List of symptoms that are not related eg runny nose stuffy nose,,,,,
05/20-1112,Tue May 26 2020 13:19:30 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-1113,Tue May 26 2020 13:29:16 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,"I am a senior from Brampton, I would like to receive the special masks and anything else they mentioned during the Tele meeting.",,,,,
05/20-1114,Tue May 26 2020 13:29:35 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,"Si on fouille dans du matériel qui appartient à quelqu'un qu'on soupçonne être en présence de la COVID-19, est-ce qu'un masque N-95 serait nécessaire ou un masque chirurgical suffit?",,,,,
05/20-1115,Tue May 26 2020 13:30:40 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,les personnes qui ont eu le covid sont elles contagieuses après? quels sont les risques de contagion après et quels sont les délais de isolement?,,,,,
05/20-1116,Tue May 26 2020 13:30:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,How long can a person have the virus (tested positive 3 times).,,,,,
05/20-1117,Tue May 26 2020 13:33:08 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Moving from one province to another,,,,,
05/20-1118,Tue May 26 2020 13:43:22 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-1119,Tue May 26 2020 13:58:16 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Mon garçon a mal à la tête depuis hier soir et moi j’ai un oeil rouge depuis ce matin.v Est-ce que je devrais faire un test ?,,,,,
05/20-1120,Tue May 26 2020 13:58:35 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,Looking for an updated listing of symptoms/checklist to be aware of,,,,,
05/20-1121,Tue May 26 2020 14:40:34 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,concerns with industrial fans blowing on work floor towards people if some one is coughing or sneezing can it carry covid 19,,,,,
05/20-1122,Tue May 26 2020 14:41:07 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Looking to know how soon to get tested after there is a possible/potential exposure.,,,,,
05/20-1123,Tue May 26 2020 14:43:30 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,"When my husband and l came back from abroad, we quarantined for 12 days in a hotel and continued 2 more days in a rented house as mandated by law as we don't have a house. We shelled out of pocket from our senior pension to meet this isolation requirement. How can we claim for reimbursement for",,,,,
05/20-1124,Tue May 26 2020 15:02:16 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,No details,,,,
05/20-1125,Tue May 26 2020 15:02:32 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"Wondering if you can contract COVID in water. For example, in Lake Ontario",,,,,
05/20-1126,Tue May 26 2020 15:07:42 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,J ai essayé de poser une question mAis impossible d’ecrire,,,,,
05/20-1127,Tue May 26 2020 15:15:37 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,I’m not in the right place,w,Feedback unclear,,,,
05/20-1128,Tue May 26 2020 15:19:59 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,Comment de jours ça prend pour que j’aie le COVID 19 lorsqu’une personne me contamine,,,,,
05/20-1129,Tue May 26 2020 15:25:29 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,J’habite un immeuble de 6 logement et un voisin m’as averti qu’une locataire à la covit et son garçon de trente ans vie avec et passe son temps à faire des transactions de drogue il entre et ressort que puis-je faire,,,,,
05/20-1130,Tue May 26 2020 15:29:53 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,I have a sore throat and runny noise and very tired . Should I get tested and where ? I live in St Sauveur and 69 years old,,,,,
05/20-1131,Tue May 26 2020 15:54:15 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,I'm caughing and have a tight chest,,,,,
05/20-1132,Tue May 26 2020 15:59:06 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
05/20-1133,Tue May 26 2020 16:07:08 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,I asked if it's truly safe to be outside on a balcony ...without a mask breathing air....is it safe? Can this virus be in our air,,,,,
05/20-1134,Tue May 26 2020 16:17:55 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,je cherche des outils icônes pour faire une affiche,,,,,
05/20-1135,Tue May 26 2020 16:32:01 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Can I visit my Mother?,,,,,
05/20-1136,Tue May 26 2020 16:43:08 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,i HAVE QUESTION ABOUT OPENING UP A FISHING CLUB. THE LAKE IS OPEN BUT NOT SURE IF WE SHOULD OPEN LODGING. WE HAVE 40 MEMBERS,,,,,
05/20-1137,Tue May 26 2020 16:43:25 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Je veux savoir qu elle sont les symptômes,,,,,
05/20-1138,Tue May 26 2020 16:46:02 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,"I'm looking for basic COVID-19 information in Arabic. Information contained above, but in Arabic. Is this available?",,,,,
05/20-1139,Tue May 26 2020 16:53:25 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Combien de temps les résultats arrive après le test,,,,,
05/20-1140,Tue May 26 2020 17:00:07 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-1141,Tue May 26 2020 17:25:20 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,,No details,,,,
05/20-1142,Tue May 26 2020 17:37:05 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,I want to report a fraude,,,,,
05/20-1143,Tue May 26 2020 17:48:24 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Je n'ai pas ni de fièvre ni toux ni problème respiratoire mais j'ai des douleur musculaire et un grand fatigue je veux juste dormir est ce que c'est de symptômes de corona virus ?,,,,,
05/20-1144,Tue May 26 2020 17:55:21 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,number of cases in canada,,,,,
05/20-1145,Tue May 26 2020 18:06:19 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,I have a question regarding COVID-19 testing. I am getting asked this question. And it would be interesting to know. Is there an incubation period from the time of possible contact to the time that a person would get a positive result.,,,,,
05/20-1146,Tue May 26 2020 18:15:12 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,"J’ai mal à la gorge, 98.4 température, raideur dans le cou devrais-je être testé?",,,,,
05/20-1147,Tue May 26 2020 13:29:16 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,"I am a senior from Brampton, I would like to receive the special masks and anything else they mentioned during the Tele meeting.",,Y,Personal email,,
05/20-1148,Tue May 26 2020 18:18:11 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,What are the enforceable regulations surrounding covid-19.,,,,,
05/20-1149,Tue May 26 2020 18:24:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The information isn’t clear,How long does virus stay on surfaces outside or inside?,,,,,
05/20-1150,Tue May 26 2020 18:25:36 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,La nausée persistante malgré les médicaments appropriés est-elle un symptôme de Covid-19,,,,,
05/20-1151,Tue May 26 2020 18:28:36 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,La nausée persistante ?,,,,,
05/20-1152,Tue May 26 2020 18:52:29 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"Queries coming from Canadians about if they must isolate and have no where to stay but are provided one, will this be paid for or would they be reimbursed?",,,,,
05/20-1153,Tue May 26 2020 19:01:08 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,"My son is coming back to Canada from Australia, via Sydney, San Francisco, Vancouver, Toronto, Ottawa. He has a long layover in Toronto over night. Can he stay in a hotel overnight in Toronto June 2/20 during Covid 19.",,,,,
05/20-1154,Tue May 26 2020 19:13:57 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,how long does the coronavirus last in the air.,,,,,
05/20-1155,Tue May 26 2020 19:19:57 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-1156,Tue May 26 2020 19:40:38 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-1157,Tue May 26 2020 19:41:54 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,How to report a individual who has returned to Canada from Indonesia and is not isolating,,,,,
05/20-1158,Tue May 26 2020 19:42:55 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,comment me rendre a la clinique faire le test jai pas dauto,,,,,
05/20-1159,Tue May 26 2020 19:57:35 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,is diarrhea a symptom of COVID19,,,,,
05/20-1160,Tue May 26 2020 20:13:28 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,My neighbour is having pool parties with multi people who do no reside in their home What should I do?,,,,,
05/20-1161,Tue May 26 2020 20:14:24 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,On ne parle pas de la transmission qui pourrait se faire si un même moustique pique deux personnes dont une a le coronavirus.,,,,,
05/20-1162,Tue May 26 2020 20:16:51 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,"Bonjour, j'aimerai savoir quelle hauteur minimale est recommandée pour les panneaux protecteurs entre 2 postes de travail assis de style cubicules?",,,,,
05/20-1163,Tue May 26 2020 20:29:07 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,Looking for information on industries and public places that are again open to the public or open for business.,,,,,
05/20-1164,Tue May 26 2020 20:31:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"While I'm waiting for my test results, does, my spouse have to isolate also?",,,,,
05/20-1165,Tue May 26 2020 20:32:43 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,How long does the virus last on paper? My workplace still has a lot of paperwork that's legally required.,,,,,
05/20-1166,Tue May 26 2020 20:40:33 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Do I need to disinfect groceries from store?,,,,,
05/20-1167,Tue May 26 2020 20:58:40 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,How long does the virus stay on unwashed clothes?,,,,,
05/20-1168,Tue May 26 2020 22:00:44 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,direha,,,,,
05/20-1169,Tue May 26 2020 23:06:09 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,What experimental treatments are available to the vulnerable who will have severe symptoms?,,,,,
05/20-1170,Tue May 26 2020 23:52:33 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,looking for the new acceptable number of people who can gather.,,,,,
05/20-1171,Tue May 26 2020 17:37:10 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,I have GERD and can I have the COVID-19 with this?,,,,,
05/20-1172,Wed May 27 2020 00:02:19 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-1173,Wed May 27 2020 00:07:18 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-1174,Wed May 27 2020 00:53:03 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Boyfriend had runny nose for about 2 weeks thought it was allergy cuz was better when he took benadryl but this morning he woke up sharp pains in stomach and body aches and fever and he felt cold and clammy and vomitting should I take him to the hospital,,,,,
05/20-1175,Wed May 27 2020 01:03:06 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,La réponse dont j’ai besoin n’est pas w,,,,,
05/20-1176,Wed May 27 2020 01:31:09 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,"Once a person has had the Corona virus , can that person get it again ?",,,,,
05/20-1177,Wed May 27 2020 02:31:16 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,,No details,,,,
05/20-1178,Wed May 27 2020 03:30:20 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,looking for treatment of covid 19 patients,,,,,
